id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
287,Herramienta de análisis de imágenes médicas históricas anonimizadas para investigación en oncología que identifica patrones en biopsias para apoyar el desarrollo de nuevos biomarcadores diagnósticos,ciencia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación oncológica básica con datos anonimizados sin impacto directo sobre pacientes y los resultados son validados por investigadores antes de cualquier aplicación clínica.,198,herramienta análisis imágenes médicas históricas anonimizadas investigación oncología identifica patrones biopsias apoyar desarrollo biomarcadores diagnósticos
288,Sistema de generación automática de fichas de seguridad de productos químicos para uso industrial que produce documentos técnicos que el equipo de seguridad laboral revisa antes de su distribución,industria,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema agiliza la documentación de seguridad industrial con revisión técnica humana como garantía, sin impacto directo sobre personas físicas más allá de la mejora de la seguridad laboral.",196,sistema generación automática fichas seguridad productos químicos industrial produce documentos técnicos equipo seguridad laboral revisa distribución
289,Herramienta de análisis de partidas de ajedrez que proporciona sugerencias de mejora y análisis de errores a jugadores aficionados basándose en bases de datos de partidas profesionales,entretenimiento,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya el aprendizaje de un juego de habilidad sin tratar datos sensibles ni tomar decisiones que afecten a derechos o intereses de personas físicas más allá del disfrute del juego.,184,herramienta análisis partidas ajedrez proporciona sugerencias mejora análisis errores jugadores aficionados basándose bases datos partidas profesionales
290,Sistema de optimización de la gestión de salas en hospitales que distribuye automáticamente las limpiezas y preparaciones entre el personal auxiliar según las altas y entradas programadas del día,sanidad,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza la logística hospitalaria interna sin impacto directo sobre la atención clínica a pacientes y los supervisores de enfermería pueden modificar las asignaciones según las necesidades operativas del momento.,195,sistema optimización gestión salas hospitales distribuye automáticamente limpiezas preparaciones personal auxiliar altas entradas programadas
291,Algoritmo de segmentación de clientes para campañas de marketing de un fabricante de productos de papelería que agrupa compradores por patrones de compra para personalizar catálogos sin usar datos sensibles,comercio,datos_personales,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. La segmentación de clientes para marketing de productos de oficina opera sobre datos de compra no sensibles sin impacto sobre derechos fundamentales y con las garantías del RGPD en el tratamiento de datos comerciales.,206,algoritmo segmentación clientes campañas marketing fabricante productos papelería agrupa compradores patrones compra personalizar catálogos datos sensibles
292,Sistema de análisis de la acústica de salas de conciertos que procesa grabaciones de prueba para recomendar configuraciones de amplificación y distribución de altavoces a técnicos de sonido,entretenimiento,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema apoya decisiones técnicas de ingeniería de sonido sin tratar datos personales ni tomar decisiones que afecten a derechos de personas físicas, con los técnicos tomando todas las decisiones finales de configuración.",189,sistema análisis acústica salas conciertos procesa grabaciones prueba recomendar configuraciones amplificación distribución altavoces técnicos sonido
293,Herramienta de análisis de tendencias de moda que procesa imágenes de pasarelas y redes sociales para identificar patrones emergentes y ayudar a diseñadores en la planificación de colecciones,comercio,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la creatividad en diseño de moda analizando tendencias visuales públicas sin tratar datos personales identificables ni tomar decisiones que afecten a derechos fundamentales.,191,herramienta análisis tendencias moda procesa imágenes pasarelas redes sociales identificar patrones emergentes ayudar diseñadores planificación colecciones
294,Sistema de generación de descripciones de puestos de trabajo para portales de empleo que produce anuncios a partir de fichas de puesto internas que RRHH revisa antes de publicar,rrhh,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema agiliza la redacción de ofertas de empleo con revisión humana previa a su publicación sin tomar decisiones sobre candidatos ni tratar datos personales de solicitantes.,177,sistema generación descripciones puestos trabajo portales empleo produce anuncios fichas puesto internas rrhh revisa publicar
295,Herramienta de análisis de datos sísmicos en tiempo real para investigadores de geofísica que identifica patrones en los registros y genera hipótesis sobre la actividad tectónica para su evaluación científica,ciencia,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación geofísica con datos técnicos objetivos sin impacto sobre personas físicas y los sismólogos evalúan y contrastan todas las hipótesis generadas antes de publicar resultados.,208,herramienta análisis datos sísmicos tiempo real investigadores geofísica identifica patrones registros genera hipótesis actividad tectónica evaluación científica
296,Sistema de optimización de la iluminación en museos que ajusta automáticamente la intensidad y temperatura de color de las luces para preservar las obras y mejorar la experiencia del visitante,cultura,ninguno,riesgo_minimo,No figura en Anexo III ni en prácticas prohibidas. El sistema optimiza parámetros técnicos de conservación y experiencia museística sin impacto sobre derechos de personas físicas y el personal de conservación supervisa los ajustes automáticos.,192,sistema optimización iluminación museos ajusta automáticamente intensidad temperatura color luces preservar obras mejorar experiencia visitante
297,Herramienta de análisis de biodiversidad marina que procesa imágenes de cámaras submarinas para identificar y contar especies en zonas de estudio para monitorización de ecosistemas,medioambiente,ninguno,riesgo_minimo,"No figura en Anexo III ni en prácticas prohibidas. El sistema apoya la investigación de ecosistemas marinos sin tratar datos personales ni tomar decisiones que afecten a derechos de personas físicas, con los biólogos validando los inventarios de especies generados.",180,herramienta análisis biodiversidad marina procesa imágenes cámaras submarinas identificar contar especies zonas estudio monitorización ecosistemas
